[ 0.925  0.075]
[ 0.293  0.707]
[ 0.739  0.261]
[ 0.9185  0.0815]
[ 0.16  0.84]
[ 0.791  0.209]
[ 0.449  0.551]
[ 0.64  0.36]
[ 0.08333333  0.91666667]
[ 0.29625  0.70375]
[ 0.03263509  0.96736491]
[ 0.6185  0.3815]
[ 0.02625  0.97375]
[ 0.2765  0.7235]
[ 0.692  0.308]
[ 0.5245  0.4755]
[ 0.16866667  0.83133333]
[ 0.2205  0.7795]
[ 0.8505  0.1495]
[ 0.7335  0.2665]
[ 0.613  0.387]
[ 0.3156  0.6844]
[ 0.58016667  0.41983333]
[ 0.03263509  0.96736491]
[ 0.108375  0.891625]
[ 0.78539583  0.21460417]
[ 0.03775476  0.96224524]
[ 0.7525  0.2475]
[ 0.69  0.31]
[ 0.819  0.181]
[ 0.5325  0.4675]
[ 0.337  0.663]
[ 0.743  0.257]
[ 0.05379245  0.94620755]
[ 0.503  0.497]
[ 0.286  0.714]
[ 0.9145  0.0855]
[ 0.06741573  0.93258427]
[ 0.666  0.334]
[ 0.6555  0.3445]
[ 0.14870833  0.85129167]
[ 0.122875  0.877125]
[ 0.5645  0.4355]
[ 0.07225434  0.92774566]
[ 0.731  0.269]
[ 0.16  0.84]
[ 0.7415  0.2585]
[ 0.566  0.434]
[ 0.906  0.094]
[ 0.07023411  0.92976589]
[ 0.1565  0.8435]
[ 0.4275  0.5725]
[ 0.627  0.373]
[ 0.6951  0.3049]
[ 0.7515  0.2485]
[ 0.5265  0.4735]
[ 0.05379245  0.94620755]
[ 0.7985  0.2015]
[ 0.421  0.579]
[ 0.41  0.59]
[ 0.694  0.306]
[ 0.753  0.247]
[ 0.635  0.365]
[ 0.71566667  0.28433333]
[ 0.24416667  0.75583333]
[ 0.5005  0.4995]
[ 0.9165  0.0835]
[ 0.922  0.078]
[ 0.7105  0.2895]
[ 0.9055  0.0945]
[ 0.667  0.333]
[ 0.08337908  0.91662092]
[ 0.7815  0.2185]
[ 0.781  0.219]
[ 0.  1.]
[ 0.  1.]
[ 0.68025  0.31975]
[ 0.7285  0.2715]
[ 0.  1.]
[ 0.275  0.725]
[ 0.4855  0.5145]
[ 0.85  0.15]
[ 0.665  0.335]
[ 0.945  0.055]
[ 0.22758333  0.77241667]
[ 0.  1.]
[ 0.7035  0.2965]
[ 0.08158333  0.91841667]
[ 0.535  0.465]
[ 0.8005  0.1995]
[ 0.07692308  0.92307692]
[ 0.89975  0.10025]
[ 0.709  0.291]
[ 0.7305  0.2695]
[ 0.4415  0.5585]
[ 0.811  0.189]
[ 0.733  0.267]
[ 0.1  0.9]
[ 0.898  0.102]
[ 0.44516667  0.55483333]
[ 0.7565  0.2435]
[ 0.7765  0.2235]
[ 0.5235  0.4765]
[ 0.709  0.291]
[ 0.5285  0.4715]
[ 0.  1.]
[ 0.46803846  0.53196154]
[ 0.869  0.131]
[ 0.54675  0.45325]
[ 0.2415  0.7585]
[ 0.5275  0.4725]
[ 0.42175  0.57825]
[ 0.22222222  0.77777778]
[ 0.599  0.401]
[ 0.02489627  0.97510373]
[ 0.03263509  0.96736491]
[ 0.764  0.236]
[ 0.2242375  0.7757625]
[ 0.  1.]
[ 0.68375  0.31625]
[ 0.4  0.6]
[ 0.712  0.288]
[ 0.32  0.68]
[ 0.03263509  0.96736491]
[ 0.463  0.537]
[ 0.09322034  0.90677966]
[ 0.039801  0.960199]
[ 0.81075  0.18925]
[ 0.05379245  0.94620755]
[ 0.4015  0.5985]
[ 0.04  0.96]
[ 0.5385  0.4615]
[ 0.03263509  0.96736491]
[ 0.4465  0.5535]
[ 0.89575  0.10425]
[ 0.03263509  0.96736491]
[ 0.7915  0.2085]
[ 0.3115  0.6885]
[ 0.30875  0.69125]
[ 0.32791667  0.67208333]
[ 0.05379245  0.94620755]
[ 0.55875  0.44125]
[ 0.3165  0.6835]
[ 0.632  0.368]
[ 0.537  0.463]
[ 0.554  0.446]
[ 0.9185  0.0815]
[ 0.911  0.089]
[ 0.7905  0.2095]
[ 0.27975  0.72025]
[ 0.28779167  0.71220833]
[ 0.6275  0.3725]
[ 0.771  0.229]
[ 0.03263509  0.96736491]
[ 0.23105  0.76895]
[ 0.6265  0.3735]
[ 0.3755  0.6245]
[ 0.5445  0.4555]
[ 0.14814815  0.85185185]
[ 0.09016393  0.90983607]
[ 0.03263509  0.96736491]
[ 0.7175  0.2825]
[ 0.55216667  0.44783333]
[ 0.751  0.249]
[ 0.8345  0.1655]
[ 0.05050505  0.94949495]
[ 0.26883333  0.73116667]
[ 0.7575  0.2425]
[ 0.8235  0.1765]
[ 0.7345  0.2655]
[ 0.8105  0.1895]
[ 0.761  0.239]
[ 0.4785  0.5215]
[ 0.49975  0.50025]
[ 0.  1.]
[ 0.799  0.201]
[ 0.441  0.559]
[ 0.546  0.454]
[ 0.05  0.95]
[ 0.  1.]
[ 0.33333333  0.66666667]
[ 0.2  0.8]
[ 0.3705  0.6295]
[ 0.48866667  0.51133333]
[ 0.4785  0.5215]
[ 0.25  0.75]
[ 0.702  0.298]
[ 0.53  0.47]
[ 0.61025  0.38975]
[ 0.5695  0.4305]
[ 0.867  0.133]
[ 0.723  0.277]
[ 0.657125  0.342875]
[ 0.039801  0.960199]
[ 0.  1.]
[ 0.05714286  0.94285714]
[ 0.71216667  0.28783333]
[ 0.7795  0.2205]
[ 0.23165  0.76835]
[ 0.8235  0.1765]
[ 0.859  0.141]
[ 0.19570833  0.80429167]
[ 0.764  0.236]
[ 0.772  0.228]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.33333333  0.66666667]
[ 0.0664557  0.9335443]
[ 0.03263509  0.96736491]
[ 0.20734524  0.79265476]
[ 0.24925  0.75075]
[ 0.5805  0.4195]
[ 0.7255  0.2745]
[ 0.18733333  0.81266667]
[ 0.23  0.77]
[ 0.  1.]
[ 0.774  0.226]
[ 0.72  0.28]
[ 0.  1.]
[ 0.8445  0.1555]
[ 0.03263509  0.96736491]
[ 0.  1.]
[ 0.8345  0.1655]
[ 0.487  0.513]
[ 0.459  0.541]
[ 0.5705  0.4295]
[ 0.8665  0.1335]
[ 0.21139583  0.78860417]
[ 0.764  0.236]
[ 0.05555556  0.94444444]
[ 0.03263509  0.96736491]
[ 0.12575  0.87425]
[ 0.185  0.815]
[ 0.694  0.306]
[ 0.1835  0.8165]
[ 0.716  0.284]
[ 0.4875  0.5125]
[ 0.6035  0.3965]
[ 0.595  0.405]
[ 0.1856  0.8144]
[ 0.376  0.624]
[ 0.735  0.265]
[ 0.31316667  0.68683333]
[ 0.204  0.796]
[ 0.834  0.166]
[ 0.249  0.751]
[ 0.517125  0.482875]
[ 0.03263509  0.96736491]
[ 0.688  0.312]
[ 0.761  0.239]
[ 0.6825  0.3175]
[ 0.03263509  0.96736491]
[ 0.4595  0.5405]
[ 0.82775  0.17225]
[ 0.7005  0.2995]
[ 0.39425  0.60575]
[ 0.05379245  0.94620755]
[ 0.352  0.648]
[ 0.13414194  0.86585806]
[ 0.66275  0.33725]
[ 0.60225  0.39775]
[ 0.  1.]
[ 0.3175  0.6825]
[ 0.5055  0.4945]
[ 0.05800464  0.94199536]
[ 0.308  0.692]
[ 0.39475  0.60525]
[ 0.25316667  0.74683333]
[ 0.712  0.288]
[ 0.6705  0.3295]
[ 0.03263509  0.96736491]
[ 0.3625  0.6375]
[ 0.472  0.528]
[ 0.42041667  0.57958333]
[ 0.4655  0.5345]
[ 0.288  0.712]
[ 0.1906  0.8094]
[ 0.03263509  0.96736491]
[ 0.12045238  0.87954762]
[ 0.891  0.109]
[ 0.19941667  0.80058333]
[ 0.56  0.44]
[ 0.6895  0.3105]
[ 0.05379245  0.94620755]
[ 0.6805  0.3195]
[ 0.72  0.28]
[ 0.7325  0.2675]
[ 0.5685  0.4315]
[ 0.39501667  0.60498333]
[ 0.06034483  0.93965517]
[ 0.12958333  0.87041667]
[ 0.  1.]
[ 0.353  0.647]
[ 0.18225  0.81775]
[ 0.06439394  0.93560606]
[ 0.310625  0.689375]
[ 0.20875  0.79125]
[ 0.7235  0.2765]
[ 0.439  0.561]
[ 0.608  0.392]
[ 0.89  0.11]
[ 0.587  0.413]
[ 0.288  0.712]
[ 0.34733333  0.65266667]
[ 0.937  0.063]
[ 0.8675  0.1325]
[ 0.625  0.375]
[ 0.6365  0.3635]
[ 0.32908333  0.67091667]
[ 0.666  0.334]
[ 0.505  0.495]
[ 0.879  0.121]
[ 0.444  0.556]
[ 0.05428571  0.94571429]
[ 0.69425  0.30575]
[ 0.3645  0.6355]
[ 0.578  0.422]
[ 0.2  0.8]
[ 0.09395973  0.90604027]
[ 0.877  0.123]
[ 0.05714286  0.94285714]
[ 0.927  0.073]
[ 0.  1.]
[ 0.07142857  0.92857143]
[ 0.20964298  0.79035702]
[ 0.1  0.9]
[ 0.8745  0.1255]
[ 0.521  0.479]
[ 0.07894737  0.92105263]
[ 0.26725  0.73275]
[ 0.657  0.343]
[ 0.  1.]
[ 0.127525  0.872475]
[ 0.1605  0.8395]
[ 0.4165  0.5835]
[ 0.451  0.549]
[ 0.879  0.121]
[ 0.7725  0.2275]
[ 0.03263509  0.96736491]
[ 0.774  0.226]
[ 0.262  0.738]
[ 0.876  0.124]
[ 0.17311905  0.82688095]
[ 0.26083333  0.73916667]
[ 0.07225434  0.92774566]
[ 0.53075  0.46925]
[ 0.8655  0.1345]
[ 0.624  0.376]
[ 0.1877  0.8123]
[ 0.04545455  0.95454545]
[ 0.08545303  0.91454697]
[ 0.05379245  0.94620755]
[ 0.595  0.405]
[ 0.06666667  0.93333333]
[ 0.07936508  0.92063492]
[ 0.713  0.287]
[ 0.479  0.521]
[ 0.06593407  0.93406593]
[ 0.04735376  0.95264624]
[ 0.03263509  0.96736491]
[ 0.523  0.477]
[ 0.03263509  0.96736491]
[ 0.  1.]
[ 0.793  0.207]
[ 0.11616667  0.88383333]
[ 0.0664557  0.9335443]
[ 0.05379245  0.94620755]
[ 0.03263509  0.96736491]
[ 0.0625  0.9375]
[ 0.458  0.542]
[ 0.4875  0.5125]
[ 0.5535  0.4465]
[ 0.652  0.348]
[ 0.12775  0.87225]
[ 0.555  0.445]
[ 0.6425  0.3575]
[ 0.09701493  0.90298507]
[ 0.386  0.614]
[ 0.2915  0.7085]
[ 0.517  0.483]
[ 0.737  0.263]
[ 0.03263509  0.96736491]
[ 0.54675  0.45325]
[ 0.63816667  0.36183333]
[ 0.229  0.771]
[ 0.59425  0.40575]
[ 0.71025  0.28975]
[ 0.879  0.121]
[ 0.202  0.798]
[ 0.691  0.309]
[ 0.7975  0.2025]
[ 0.03263509  0.96736491]
[ 0.879  0.121]
[ 0.906  0.094]
[ 0.05379245  0.94620755]
[ 0.6745  0.3255]
[ 0.7515  0.2485]
[ 0.8815  0.1185]
[ 0.6745  0.3255]
[ 0.758  0.242]
[ 0.535  0.465]
[ 0.9045  0.0955]
[ 0.763  0.237]
[ 0.4855  0.5145]
[ 0.10291667  0.89708333]
[ 0.4305  0.5695]
[ 0.3385  0.6615]
[ 0.8655  0.1345]
[ 0.396125  0.603875]
[ 0.6685  0.3315]
[ 0.  1.]
[ 0.03263509  0.96736491]
[ 0.789  0.211]
[ 0.6305  0.3695]
[ 0.  1.]
[ 0.6685  0.3315]
[ 0.07894737  0.92105263]
[ 0.04945055  0.95054945]
[ 0.22183333  0.77816667]
[ 0.6325  0.3675]
[ 0.  1.]
[ 0.6985  0.3015]
[ 0.04212168  0.95787832]
[ 0.6115  0.3885]
[ 0.535  0.465]
[ 0.  1.]
[ 0.466  0.534]
[ 0.7875  0.2125]
[ 0.  1.]
[ 0.7955  0.2045]
[ 0.5325  0.4675]
[ 0.8085  0.1915]
[ 0.22975  0.77025]
[ 0.3495  0.6505]
[ 0.523  0.477]
[ 0.03263509  0.96736491]
[ 0.8775  0.1225]
[ 0.03263509  0.96736491]
[ 0.3195  0.6805]
[ 0.3015  0.6985]
[ 0.7435  0.2565]
[ 0.8865  0.1135]
[ 0.20358333  0.79641667]
[ 0.46633333  0.53366667]
[ 0.03263509  0.96736491]
[ 0.8675  0.1325]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.889  0.111]
[ 0.722  0.278]
[ 0.2554697  0.7445303]
[ 0.478  0.522]
[ 0.03263509  0.96736491]
[ 0.7775  0.2225]
[ 0.52  0.48]
[ 0.4395  0.5605]
[ 0.7695  0.2305]
[ 0.352  0.648]
[ 0.88625  0.11375]
[ 0.38575  0.61425]
[ 0.0664557  0.9335443]
[ 0.06379585  0.93620415]
[ 0.2155  0.7845]
[ 0.09011061  0.90988939]
[ 0.64441667  0.35558333]
[ 0.758  0.242]
[ 0.7845  0.2155]
[ 0.30725  0.69275]
[ 0.03846154  0.96153846]
[ 0.0664557  0.9335443]
[ 0.8305  0.1695]
[ 0.9025  0.0975]
[ 0.7125  0.2875]
[ 0.10526316  0.89473684]
[ 0.5125  0.4875]
[ 0.02347418  0.97652582]
[ 0.08139535  0.91860465]
[ 0.  1.]
[ 0.3825  0.6175]
[ 0.  1.]
[ 0.542  0.458]
[ 0.934  0.066]
[ 0.5405  0.4595]
[ 0.4225  0.5775]
[ 0.586  0.414]
[ 0.03263509  0.96736491]
[ 0.5075  0.4925]
[ 0.638  0.362]
[ 0.05379245  0.94620755]
[ 0.18921266  0.81078734]
[ 0.7825  0.2175]
[ 0.  1.]
[ 0.905  0.095]
[ 0.  1.]
[ 0.5595  0.4405]
[ 0.03369313  0.96630687]
[ 0.758  0.242]
[ 0.209  0.791]
[ 0.7535  0.2465]
[ 0.40825  0.59175]
[ 0.8455  0.1545]
[ 0.  1.]
[ 0.348  0.652]
[ 0.  1.]
[ 0.82125  0.17875]
[ 0.05703422  0.94296578]
[ 0.  1.]
[ 0.5035  0.4965]
[ 0.15058333  0.84941667]
[ 0.16475  0.83525]
[ 0.0664557  0.9335443]
[ 0.2789744  0.7210256]
[ 0.06336359  0.93663641]
[ 0.874  0.126]
[ 0.751  0.249]
[ 0.03263509  0.96736491]
[ 0.9  0.1]
[ 0.05379245  0.94620755]
[ 0.8795  0.1205]
[ 0.4865  0.5135]
[ 0.889  0.111]
[ 0.668  0.332]
[ 0.06379585  0.93620415]
[ 0.09803922  0.90196078]
[ 0.63616667  0.36383333]
[ 0.5525  0.4475]
[ 0.05379245  0.94620755]
[ 0.29933333  0.70066667]
[ 0.18769167  0.81230833]
[ 0.25925  0.74075]
[ 0.893  0.107]
[ 0.7945  0.2055]
[ 0.3695  0.6305]
[ 0.494  0.506]
[ 0.8055  0.1945]
[ 0.445  0.555]
[ 0.659  0.341]
[ 0.03263509  0.96736491]
[ 0.6195  0.3805]
[ 0.03263509  0.96736491]
[ 0.641  0.359]
[ 0.821  0.179]
[ 0.685  0.315]
[ 0.4295  0.5705]
[ 0.10204082  0.89795918]
[ 0.395  0.605]
[ 0.6935  0.3065]
[ 0.  1.]
[ 0.05128205  0.94871795]
[ 0.499  0.501]
[ 0.8755  0.1245]
[ 0.7955  0.2045]
[ 0.4765  0.5235]
[ 0.5197381  0.4802619]
[ 0.82258333  0.17741667]
[ 0.  1.]
[ 0.  1.]
[ 0.85  0.15]
[ 0.23535  0.76465]
[ 0.705  0.295]
[ 0.371  0.629]
[ 0.096  0.904]
[ 0.59266667  0.40733333]
[ 0.7265  0.2735]
[ 0.4785  0.5215]
[ 0.193475  0.806525]
[ 0.  1.]
[ 0.05379245  0.94620755]
[ 0.04661654  0.95338346]
[ 0.67858333  0.32141667]
[ 0.6875  0.3125]
[ 0.29033333  0.70966667]
[ 0.6895  0.3105]
[ 0.885  0.115]
[ 0.06593407  0.93406593]
[ 0.663  0.337]
[ 0.  1.]
[ 0.8545  0.1455]
[ 0.9335  0.0665]
[ 0.8465  0.1535]
[ 0.21358651  0.78641349]
[ 0.06379585  0.93620415]
[ 0.  1.]
[ 0.7855  0.2145]
[ 0.202  0.798]
[ 0.5455  0.4545]
[ 0.4365  0.5635]
[ 0.7475  0.2525]
[ 0.53625  0.46375]
[ 0.3305  0.6695]
[ 0.51975  0.48025]
[ 0.495  0.505]
[ 0.809  0.191]
[ 0.7865  0.2135]
[ 0.777  0.223]
[ 0.75  0.25]
[ 0.8645  0.1355]
[ 0.  1.]
[ 0.3375  0.6625]
[ 0.8995  0.1005]
[ 0.  1.]
[ 0.06823266  0.93176734]
[ 0.  1.]
[ 0.141  0.859]
[ 0.4675  0.5325]
[ 0.9255  0.0745]
[ 0.07023411  0.92976589]
[ 0.27235  0.72765]
[ 0.7235  0.2765]
[ 0.855  0.145]
[ 0.615  0.385]
[ 0.06410256  0.93589744]
[ 0.16516667  0.83483333]
[ 0.875  0.125]
[ 0.07894737  0.92105263]
[ 0.492  0.508]
[ 0.53575  0.46425]
[ 0.49366667  0.50633333]
[ 0.6095  0.3905]
[ 0.125  0.875]
[ 0.5335  0.4665]
[ 0.896  0.104]
[ 0.4825  0.5175]
[ 0.753  0.247]
[ 0.22  0.78]
[ 0.157  0.843]
[ 0.6455  0.3545]
[ 0.15625  0.84375]
[ 0.76975  0.23025]
[ 0.03263509  0.96736491]
[ 0.837  0.163]
[ 0.7955  0.2045]
[ 0.6835  0.3165]
[ 0.5735  0.4265]
[ 0.6875  0.3125]
[ 0.6795  0.3205]
[ 0.05379245  0.94620755]
[ 0.8305  0.1695]
[ 0.5285  0.4715]
[ 0.689  0.311]
[ 0.  1.]
[ 0.823  0.177]
[ 0.33948611  0.66051389]
[ 0.347  0.653]
[ 0.832  0.168]
[ 0.6785  0.3215]
[ 0.8305  0.1695]
[ 0.4885  0.5115]
[ 0.6155  0.3845]
[ 0.11764706  0.88235294]
[ 0.27675  0.72325]
[ 0.05300353  0.94699647]
[ 0.05800464  0.94199536]
[ 0.52216667  0.47783333]
[ 0.05379245  0.94620755]
[ 0.9305  0.0695]
[ 0.674  0.326]
[ 0.03263509  0.96736491]
[ 0.06410256  0.93589744]
[ 0.02489627  0.97510373]
[ 0.3475  0.6525]
[ 0.412  0.588]
[ 0.7215  0.2785]
[ 0.29925  0.70075]
[ 0.572  0.428]
[ 0.1625  0.8375]
[ 0.1147541  0.8852459]
[ 0.39383333  0.60616667]
[ 0.04477612  0.95522388]
[ 0.855  0.145]
[ 0.726  0.274]
[ 0.13000238  0.86999762]
[ 0.7915  0.2085]
[ 0.8605  0.1395]
[ 0.41  0.59]
[ 0.125  0.875]
[ 0.345  0.655]
[ 0.14285714  0.85714286]
[ 0.  1.]
[ 0.65925  0.34075]
[ 0.5775  0.4225]
[ 0.677  0.323]
[ 0.3915  0.6085]
[ 0.2005  0.7995]
[ 0.589  0.411]
[ 0.452  0.548]
[ 0.02564103  0.97435897]
[ 0.573  0.427]
[ 0.  1.]
[ 0.392  0.608]
[ 0.05379245  0.94620755]
[ 0.3655  0.6345]
[ 0.16846667  0.83153333]
[ 0.409  0.591]
[ 0.642  0.358]
[ 0.04814815  0.95185185]
[ 0.03263509  0.96736491]
[ 0.2615  0.7385]
[ 0.80375  0.19625]
[ 0.16  0.84]
[ 0.875  0.125]
[ 0.8805  0.1195]
[ 0.05379245  0.94620755]
[ 0.8015  0.1985]
[ 0.5895  0.4105]
[ 0.708  0.292]
[ 0.329  0.671]
[ 0.2245  0.7755]
[ 0.9395  0.0605]
[ 0.4575  0.5425]
[ 0.8685  0.1315]
[ 0.13848748  0.86151252]
[ 0.6955  0.3045]
[ 0.8055  0.1945]
[ 0.333  0.667]
[ 0.08025  0.91975]
[ 0.8625  0.1375]
[ 0.7825  0.2175]
[ 0.07023411  0.92976589]
[ 0.14285714  0.85714286]
[ 0.11111111  0.88888889]
[ 0.5025  0.4975]
[ 0.03263509  0.96736491]
[ 0.13342939  0.86657061]
[ 0.5355  0.4645]
[ 0.3575  0.6425]
[ 0.697  0.303]
[ 0.36375  0.63625]
[ 0.544  0.456]
[ 0.3585  0.6415]
[ 0.482  0.518]
[ 0.402  0.598]
[ 0.9515  0.0485]
[ 0.1165  0.8835]
[ 0.12283333  0.87716667]
[ 0.07023411  0.92976589]
[ 0.19075833  0.80924167]
[ 0.3083  0.6917]
[ 0.281  0.719]
[ 0.18064167  0.81935833]
[ 0.02777778  0.97222222]
[ 0.071875  0.928125]
[ 0.858  0.142]
[ 0.778  0.222]
[ 0.5085  0.4915]
[ 0.09016393  0.90983607]
[ 0.  1.]
[ 0.05800464  0.94199536]
[ 0.723  0.277]
[ 0.7435  0.2565]
[ 0.64725  0.35275]
[ 0.619  0.381]
[ 0.218  0.782]
[ 0.06975  0.93025]
[ 0.5435  0.4565]
[ 0.548  0.452]
[ 0.04661654  0.95338346]
[ 0.7085  0.2915]
[ 0.885  0.115]
[ 0.3555  0.6445]
[ 0.7855  0.2145]
[ 0.03263509  0.96736491]
[ 0.544625  0.455375]
[ 0.72666667  0.27333333]
[ 0.849  0.151]
[ 0.08411215  0.91588785]
[ 0.824  0.176]
[ 0.846625  0.153375]
[ 0.05379245  0.94620755]
[ 0.09701493  0.90298507]
[ 0.2935  0.7065]
[ 0.443  0.557]
[ 0.  1.]
[ 0.8515  0.1485]
[ 0.632  0.368]
[ 0.5725  0.4275]
[ 0.33333333  0.66666667]
[ 0.724  0.276]
[ 0.02857143  0.97142857]
[ 0.614  0.386]
[ 0.7345  0.2655]
[ 0.571  0.429]
[ 0.05379245  0.94620755]
[ 0.8035  0.1965]
[ 0.679  0.321]
[ 0.845  0.155]
[ 0.791  0.209]
[ 0.28391667  0.71608333]
[ 0.3425  0.6575]
[ 0.567  0.433]
[ 0.05379245  0.94620755]
[ 0.06122885  0.93877115]
[ 0.175  0.825]
[ 0.03263509  0.96736491]
[ 0.63883333  0.36116667]
[ 0.06379585  0.93620415]
[ 0.801  0.199]
[ 0.05703422  0.94296578]
[ 0.8775  0.1225]
[ 0.6885  0.3115]
[ 0.34825  0.65175]
[ 0.04735376  0.95264624]
[ 0.  1.]
[ 0.2  0.8]
[ 0.586  0.414]
[ 0.87  0.13]
[ 0.46266667  0.53733333]
[ 0.2285  0.7715]
[ 0.29475  0.70525]
[ 0.916  0.084]
[ 0.24575  0.75425]
[ 0.62975  0.37025]
[ 0.462  0.538]
[ 0.4536  0.5464]
[ 0.865  0.135]
[ 0.50919643  0.49080357]
[ 0.03263509  0.96736491]
[ 0.594  0.406]
[ 0.03263509  0.96736491]
[ 0.707  0.293]
[ 0.792  0.208]
[ 0.543  0.457]
[ 0.8715  0.1285]
[ 0.03263509  0.96736491]
[ 0.24816667  0.75183333]
[ 0.923  0.077]
[ 0.23825  0.76175]
[ 0.327  0.673]
[ 0.418  0.582]
[ 0.11525  0.88475]
[ 0.07692308  0.92307692]
[ 0.79  0.21]
[ 0.6415  0.3585]
[ 0.157  0.843]
[ 0.4075  0.5925]
[ 0.0664557  0.9335443]
[ 0.07625  0.92375]
[ 0.05800464  0.94199536]
[ 0.04814815  0.95185185]
[ 0.4915  0.5085]
[ 0.295375  0.704625]
[ 0.  1.]
[ 0.4895  0.5105]
[ 0.794  0.206]
[ 0.461  0.539]
[ 0.5865  0.4135]
[ 0.8925  0.1075]
[ 0.  1.]
[ 0.1003  0.8997]
[ 0.62025  0.37975]
[ 0.704  0.296]
[ 0.49225  0.50775]
[ 0.4125  0.5875]
[ 0.7635  0.2365]
[ 0.49725  0.50275]
[ 0.03263509  0.96736491]
[ 0.365  0.635]
[ 0.82  0.18]
[ 0.73475  0.26525]
[ 0.067875  0.932125]
[ 0.  1.]
[ 0.56875  0.43125]
[ 0.52775  0.47225]
[ 0.03263509  0.96736491]
[ 0.  1.]
[ 0.45575  0.54425]
[ 0.  1.]
[ 0.568  0.432]
[ 0.49  0.51]
[ 0.5795  0.4205]
[ 0.7975  0.2025]
[ 0.  1.]
[ 0.03263509  0.96736491]
[ 0.7915  0.2085]
[ 0.04661654  0.95338346]
[ 0.4825  0.5175]
[ 0.1865  0.8135]
[ 0.6075  0.3925]
[ 0.02866667  0.97133333]
[ 0.411  0.589]
[ 0.0664557  0.9335443]
[ 0.8335  0.1665]
[ 0.03263509  0.96736491]
[ 0.6015  0.3985]
[ 0.7785  0.2215]
[ 0.07872632  0.92127368]
[ 0.03263509  0.96736491]
[ 0.08139535  0.91860465]
[ 0.08120833  0.91879167]
[ 0.6405  0.3595]
[ 0.615  0.385]
[ 0.5585  0.4415]
[ 0.13533333  0.86466667]
[ 0.345  0.655]
[ 0.37495833  0.62504167]
[ 0.543  0.457]
[ 0.414  0.586]
[ 0.5215  0.4785]
[ 0.03263509  0.96736491]
[ 0.674625  0.325375]
[ 0.  1.]
[ 0.3255  0.6745]
[ 0.01017625  0.98982375]
[ 0.07308333  0.92691667]
[ 0.28275  0.71725]
[ 0.08421053  0.91578947]
[ 0.8265  0.1735]
[ 0.04212168  0.95787832]
[ 0.3025  0.6975]
[ 0.485  0.515]
[ 0.8605  0.1395]
[ 0.06275  0.93725]
[ 0.7855  0.2145]
[ 0.518  0.482]
[ 0.7605  0.2395]
[ 0.743  0.257]
[ 0.7115  0.2885]
[ 0.05428571  0.94571429]
[ 0.464  0.536]
[ 0.05379245  0.94620755]
[ 0.5725  0.4275]
[ 0.05800464  0.94199536]
[ 0.05379245  0.94620755]
[ 0.2105  0.7895]
[ 0.13141667  0.86858333]
[ 0.856  0.144]
[ 0.49566667  0.50433333]
[ 0.661  0.339]
[ 0.1955  0.8045]
[ 0.05379245  0.94620755]
[ 0.10638298  0.89361702]
[ 0.6685  0.3315]
[ 0.708  0.292]
[ 0.  1.]
[ 0.28025  0.71975]
[ 0.807  0.193]
[ 0.54  0.46]
[ 0.7625  0.2375]
[ 0.1455  0.8545]
[ 0.05379245  0.94620755]
[ 0.  1.]
[ 0.651  0.349]
[ 0.606  0.394]
[ 0.  1.]
[ 0.645  0.355]
[ 0.711  0.289]
[ 0.859  0.141]
[ 0.4585  0.5415]
[ 0.8515  0.1485]
[ 0.2425  0.7575]
[ 0.5795  0.4205]
[ 0.  1.]
[ 0.1  0.9]
[ 0.02347418  0.97652582]
[ 0.17857143  0.82142857]
[ 0.717  0.283]
[ 0.895  0.105]
[ 0.  1.]
[ 0.2595  0.7405]
[ 0.7255  0.2745]
[ 0.5515  0.4485]
[ 0.753  0.247]
[ 0.734  0.266]
[ 0.803  0.197]
[ 0.594  0.406]
[ 0.716  0.284]
[ 0.819  0.181]
[ 0.2805  0.7195]
[ 0.563  0.437]
[ 0.03263509  0.96736491]
[ 0.25225  0.74775]
[ 0.6111  0.3889]
[ 0.431  0.569]
[ 0.77  0.23]
[ 0.0741  0.9259]
[ 0.8725  0.1275]
[ 0.57  0.43]
[ 0.845  0.155]
[ 0.02272727  0.97727273]
[ 0.04  0.96]
[ 0.4045  0.5955]
[ 0.6125  0.3875]
[ 0.49775  0.50225]
[ 0.10526316  0.89473684]
[ 0.55666667  0.44333333]
[ 0.709  0.291]
[ 0.4615  0.5385]
[ 0.7885  0.2115]
[ 0.9145  0.0855]
[ 0.965  0.035]
[ 0.328  0.672]
[ 0.08860612  0.91139388]
[ 0.  1.]
[ 0.9125  0.0875]
[ 0.35823333  0.64176667]
[ 0.7155  0.2845]
[ 0.79025  0.20975]
[ 0.9165  0.0835]
[ 0.3605  0.6395]
[ 0.7955  0.2045]
[ 0.53525  0.46475]
[ 0.8365  0.1635]
[ 0.8035  0.1965]
[ 0.542  0.458]
[ 0.2885  0.7115]
[ 0.349  0.651]
[ 0.22366667  0.77633333]
[ 0.2835  0.7165]
[ 0.18545  0.81455]
[ 0.05379245  0.94620755]
[ 0.05379245  0.94620755]
[ 0.05379245  0.94620755]
[ 0.896  0.104]
[ 0.334  0.666]
[ 0.7455  0.2545]
[ 0.3325  0.6675]
[ 0.9005  0.0995]
[ 0.394  0.606]
[ 0.02441429  0.97558571]
[ 0.475  0.525]
[ 0.386  0.614]
[ 0.795  0.205]
